exam_year,state,city,center_name,center_id,total_students,above_600_marks,above_700_marks,center_average_marks,center_median_marks,state_average_marks,state_median_marks,national_average_marks,national_median_marks,Ultra_High_Score_Ratio,High_Score_Ratio,Center_v_National_Gap,Center_v_State_Gap,Center_Std_Dev,Center_Skewness,Center_Kurtosis
2024,Delhi,Delhi/New Delhi,Cambridge School,200220,269,17,1,260.7,207.0,256.13,213,217.16,163,0.0037174721189591076,0.06691449814126393,43.53999999999999,4.569999999999993,192.458,0.599,-0.803
2024,Delhi,Delhi/New Delhi,Dav Public School Vasant Kunj,200218,268,21,0,278.68,224.5,256.13,213,217.16,163,0.0,0.07835820895522388,61.52000000000001,22.55000000000001,193.419,0.494,-0.925
2024,Delhi,Delhi/New Delhi,Green Fields School,200211,375,15,1,247.61,210.0,256.13,213,217.16,163,0.0026666666666666666,0.042666666666666665,30.450000000000017,-8.519999999999982,159.331,0.882,0.039
2024,Delhi,Delhi/New Delhi,St Paul`S Sch Safdarjung Dev Area Hauzkhas Nd,200216,291,28,2,295.57,270.0,256.13,213,217.16,163,0.006872852233676976,0.10309278350515463,78.41,39.44,198.145,0.402,-1.028
2024,Delhi,Delhi/New Delhi,Ahlcon International School,200169,560,31,0,257.72,217.0,256.13,213,217.16,163,0.0,0.055357142857142855,40.56000000000003,1.5900000000000318,170.435,0.811,-0.296
2024,Delhi,Delhi/New Delhi,Sarvodaya Vidyalaya,200156,465,20,1,251.93,205.0,256.13,213,217.16,163,0.002150537634408602,0.04516129032258064,34.77000000000001,-4.199999999999989,167.827,0.812,-0.276
2024,Delhi,Delhi/New Delhi,Kendriya Vidyalaya,200151,467,26,2,253.4,211.0,256.13,213,217.16,163,0.004282655246252677,0.059957173447537475,36.24000000000001,-2.7299999999999898,170.115,0.768,-0.315
2024,Delhi,Delhi/New Delhi,Dr.Ambedkar School Of Specilised Excellence,200158,324,11,0,248.99,208.0,256.13,213,217.16,163,0.0,0.033950617283950615,31.830000000000013,-7.139999999999986,159.848,0.75,-0.294
2024,Delhi,Delhi/New Delhi,Lovely Public Senior Secondary School,200167,576,33,1,254.92,207.5,256.13,213,217.16,163,0.001736111111111111,0.059027777777777776,37.75999999999999,-1.210000000000008,171.357,0.828,-0.253
2024,Delhi,Delhi/New Delhi,St. Andrews Scots Sr. Sec. School,200160,922,52,1,257.83,209.0,256.13,213,217.16,163,0.0010845986984815619,0.057483731019522775,40.66999999999999,1.6999999999999886,170.717,0.813,-0.262
2024,Delhi,Delhi/New Delhi,Arvind Gupta Dav Centenary Public School,200134,347,12,0,271.72,249.0,256.13,213,217.16,163,0.0,0.0345821325648415,54.56000000000003,15.590000000000032,167.254,0.489,-0.731
2024,Delhi,Delhi/New Delhi,Guru Nanak Public School,200133,397,17,0,251.19,217.0,256.13,213,217.16,163,0.0,0.042821158690176324,34.03,-4.939999999999998,168.047,0.661,-0.437
2024,Delhi,Delhi/New Delhi,Himalaya Pub Sr Sec Sch,200105,695,31,0,251.94,212.0,256.13,213,217.16,163,0.0,0.04460431654676259,34.78,-4.189999999999998,165.993,0.775,-0.352
2024,Delhi,Delhi/New Delhi,Mount Abu Public School,200102,791,44,2,252.77,209.0,256.13,213,217.16,163,0.0025284450063211127,0.05815423514538559,35.610000000000014,-3.359999999999985,174.538,0.804,-0.307
2024,Delhi,Delhi/New Delhi,Evergreen Public School,200161,819,29,0,241.82,199.0,256.13,213,217.16,163,0.0,0.03540903540903541,24.659999999999997,-14.310000000000002,160.083,0.895,0.005
2024,Delhi,Delhi/New Delhi,Govt Girls Sr.Sec.School,200159,1442,72,1,260.36,217.0,256.13,213,217.16,163,0.0006934812760055479,0.05062413314840499,43.20000000000002,4.230000000000018,168.675,0.736,-0.402
2024,Delhi,Delhi/New Delhi,Ryan International School,200166,692,25,0,243.42,199.0,256.13,213,217.16,163,0.0,0.036127167630057806,26.25999999999999,-12.710000000000008,162.161,0.906,-0.04
2024,Delhi,Delhi/New Delhi,School Of Specialised Excellence (Sose),200192,386,20,2,255.17,213.5,256.13,213,217.16,163,0.0051813471502590676,0.05699481865284974,38.00999999999999,-0.960000000000008,166.099,0.876,-0.019
2024,Delhi,Delhi/New Delhi,Govt Boys Sr. Sec School,200150,460,22,0,244.94,195.0,256.13,213,217.16,163,0.0,0.04782608695652174,27.78,-11.189999999999998,166.532,0.837,-0.198
2024,Delhi,Delhi/New Delhi,Pm Shri Kv Agcr Colony Delhi,200168,575,20,1,243.6,202.0,256.13,213,217.16,163,0.0017391304347826088,0.036521739130434785,26.439999999999998,-12.530000000000001,162.432,0.826,-0.087
2024,Delhi,Delhi/New Delhi,Mahavir Senior Model School,200157,371,15,1,263.55,223.0,256.13,213,217.16,163,0.0026954177897574125,0.0431266846361186,46.390000000000015,7.420000000000016,169.233,0.669,-0.541
2024,Delhi,Delhi/New Delhi,Mother Divine Public School,200103,747,43,1,259.14,219.0,256.13,213,217.16,163,0.0013386880856760374,0.058902275769745646,41.97999999999999,3.009999999999991,168.903,0.823,-0.198
2024,Delhi,Delhi/New Delhi,De Indian Public School,200104,698,35,0,263.25,221.0,256.13,213,217.16,163,0.0,0.050143266475644696,46.09,7.1200000000000045,169.374,0.657,-0.499
2024,Delhi,Delhi/New Delhi,D A V Public School,200132,390,19,1,254.15,221.0,256.13,213,217.16,163,0.002564102564102564,0.05128205128205128,36.99000000000001,-1.9799999999999898,165.262,0.816,-0.118
2024,Delhi,Delhi/New Delhi,Gyan Mandir Public School,200135,282,19,0,266.1,214.5,256.13,213,217.16,163,0.0,0.0673758865248227,48.940000000000026,9.970000000000027,172.607,0.731,-0.429
2024,Delhi,Delhi/New Delhi,Kamal Model Sr Sec School,200128,555,17,2,241.18,204.0,256.13,213,217.16,163,0.0036036036036036037,0.03423423423423423,24.02000000000001,-14.949999999999989,155.386,0.91,0.188
2024,Delhi,Delhi/New Delhi,Mount Abu Public School,200117,461,15,0,245.68,208.0,256.13,213,217.16,163,0.0,0.03253796095444685,28.52000000000001,-10.449999999999989,164.702,0.721,-0.352
2024,Delhi,Delhi/New Delhi,Remal Public School,200110,603,24,1,258.24,214.0,256.13,213,217.16,163,0.001658374792703151,0.04145936981757877,41.08000000000001,2.1100000000000136,166.487,0.718,-0.471
2024,Delhi,Delhi/New Delhi,Happy Home Public School,200119,399,22,0,249.11,199.0,256.13,213,217.16,163,0.0,0.05513784461152882,31.950000000000017,-7.019999999999982,165.376,0.882,-0.145
2024,Delhi,Delhi/New Delhi,Gurusharan Convent,200126,574,21,1,245.35,205.0,256.13,213,217.16,163,0.0017421602787456446,0.03832752613240418,28.189999999999998,-10.780000000000001,167.833,0.806,-0.261
2024,Delhi,Delhi/New Delhi,Brilliants Convent Public School,200121,698,41,2,265.25,218.0,256.13,213,217.16,163,0.0028653295128939827,0.06160458452722063,48.09,9.120000000000005,174.546,0.738,-0.443
2024,Delhi,Delhi/New Delhi,Bal Bhavan Public School,200181,693,29,1,248.62,197.0,256.13,213,217.16,163,0.001443001443001443,0.04329004329004329,31.460000000000008,-7.509999999999991,165.264,0.896,-0.112
2024,Delhi,Delhi/New Delhi,Rajkiya Pratibha Vikas Vidyalaya,200175,468,18,1,254.85,217.0,256.13,213,217.16,163,0.002136752136752137,0.0405982905982906,37.69,-1.2800000000000011,164.683,0.732,-0.311
2024,Delhi,Delhi/New Delhi,Kala Niketan International School,200172,463,23,0,253.87,205.0,256.13,213,217.16,163,0.0,0.04967602591792657,36.71000000000001,-2.259999999999991,164.862,0.811,-0.243
2024,Delhi,Delhi/New Delhi,Kendriya Vidyalaya Sector-5 Dwarka,200186,605,28,0,262.93,222.0,256.13,213,217.16,163,0.0,0.04628099173553719,45.77000000000001,6.800000000000011,168.426,0.679,-0.471
2024,Delhi,Delhi/New Delhi,Sarvodaya Bal Vidyalaya,200144,927,42,2,253.93,220.0,256.13,213,217.16,163,0.002157497303128371,0.04746494066882417,36.77000000000001,-2.1999999999999886,165.83,0.75,-0.25
2024,Delhi,Delhi/New Delhi,Maharaja Agrasen Public School,200143,947,47,0,260.98,215.0,256.13,213,217.16,163,0.0,0.04963041182682154,43.82000000000002,4.850000000000023,171.396,0.77,-0.419
2024,Delhi,Delhi/New Delhi,Govt. Co Ed. Ss School Site 1(Gsss),200188,572,28,0,253.47,205.5,256.13,213,217.16,163,0.0,0.04895104895104895,36.31,-2.6599999999999966,168.806,0.795,-0.376
2024,Delhi,Delhi/New Delhi,Doon Public School,200120,788,40,3,250.6,217.0,256.13,213,217.16,163,0.0038071065989847717,0.05456852791878172,33.44,-5.530000000000001,164.649,0.829,-0.116
2024,Delhi,Delhi/New Delhi,Decent Public School,200118,397,16,1,248.98,201.0,256.13,213,217.16,163,0.0025188916876574307,0.042821158690176324,31.819999999999993,-7.150000000000006,161.628,0.86,-0.099
2024,Delhi,Delhi/New Delhi,St Froebel Senior Secondary School,200127,587,16,0,244.72,205.0,256.13,213,217.16,163,0.0,0.027257240204429302,27.560000000000002,-11.409999999999997,157.503,0.756,-0.283
2024,Delhi,Delhi/New Delhi,Vikas Bharati Public School,200111,578,26,0,256.05,209.5,256.13,213,217.16,163,0.0,0.04498269896193772,38.890000000000015,-0.07999999999998408,168.637,0.732,-0.445
2024,Delhi,Delhi/New Delhi,St.Marks Sr.Sec.Public School,200129,504,22,0,250.65,217.0,256.13,213,217.16,163,0.0,0.04365079365079365,33.49000000000001,-5.47999999999999,159.692,0.834,-0.049
2024,Delhi,Delhi/New Delhi,Delhi Public School,200116,464,23,1,258.53,221.0,256.13,213,217.16,163,0.0021551724137931034,0.05172413793103448,41.369999999999976,2.3999999999999773,166.049,0.811,-0.177
2024,Delhi,Delhi/New Delhi,Indraprastha Convent School Begumpur Delhi,200142,940,49,2,258.68,217.0,256.13,213,217.16,163,0.002127659574468085,0.05425531914893617,41.52000000000001,2.5500000000000114,167.964,0.8,-0.268
2024,Delhi,Delhi/New Delhi,Govt. Co.Ed Ss School Sector 2 Dwarka,200189,556,33,2,261.07,213.0,256.13,213,217.16,163,0.0035971223021582736,0.06294964028776978,43.91,4.939999999999998,171.136,0.746,-0.406
2024,Delhi,Delhi/New Delhi,Govt Co-Ed Sarvodaya Vidyalaya,200145,768,41,2,262.8,216.0,256.13,213,217.16,163,0.0026041666666666665,0.055989583333333336,45.640000000000015,6.670000000000016,168.907,0.779,-0.357
2024,Delhi,Delhi/New Delhi,Govt. Co Ed. Ss School,200187,584,28,0,259.63,220.5,256.13,213,217.16,163,0.0,0.04794520547945205,42.47,3.5,170.297,0.677,-0.514
2024,Delhi,Delhi/New Delhi,Little Flowers Public Sr. Sec. School,200173,469,20,0,253.56,223.0,256.13,213,217.16,163,0.0,0.042643923240938165,36.400000000000006,-2.569999999999993,161.686,0.772,-0.229
2024,Delhi,Delhi/New Delhi,Pmshri K V Khichripur,200174,452,28,0,257.58,209.5,256.13,213,217.16,163,0.0,0.061946902654867256,40.41999999999999,1.4499999999999886,169.284,0.837,-0.199
2024,Delhi,Delhi/New Delhi,Vivekanand Public School,200180,352,14,1,271.84,230.0,256.13,213,217.16,163,0.002840909090909091,0.04261363636363636,54.67999999999998,15.70999999999998,167.576,0.587,-0.544
2024,Delhi,Delhi/New Delhi,Laxman Public School,200205,576,30,1,257.02,207.5,256.13,213,217.16,163,0.001736111111111111,0.05381944444444445,39.859999999999985,0.8899999999999864,170.863,0.761,-0.37
2024,Delhi,Delhi/New Delhi,G D Goenka Public School,200202,690,46,0,263.77,217.5,256.13,213,217.16,163,0.0,0.06666666666666667,46.609999999999985,7.639999999999986,174.825,0.77,-0.46
2024,Delhi,Delhi/New Delhi,Kalka Public School,200203,705,39,0,263.7,225.0,256.13,213,217.16,163,0.0,0.05531914893617021,46.53999999999999,7.569999999999993,171.594,0.695,-0.452
2024,Delhi,Delhi/New Delhi,New Green Field School Saket New Delhi,200204,681,28,0,251.69,210.0,256.13,213,217.16,163,0.0,0.041116005873715125,34.53,-4.439999999999998,165.764,0.748,-0.334
2024,Delhi,Delhi/New Delhi,Springdales School Dhaula Kuan New Delhi,200213,351,24,1,263.72,220.0,256.13,213,217.16,163,0.002849002849002849,0.07122507122507123,46.56000000000003,7.590000000000032,173.463,0.745,-0.34
2024,Delhi,Delhi/New Delhi,Navyug School,200214,315,31,0,302.98,277.0,256.13,213,217.16,163,0.0,0.09841269841269841,85.82000000000002,46.85000000000002,200.166,0.28,-1.223
2024,Delhi,Delhi/New Delhi,Nj Sarvodaya (S.Co.Ed.V),200222,257,24,2,281.75,232.0,256.13,213,217.16,163,0.007782101167315175,0.10116731517509728,64.59,25.620000000000005,197.691,0.538,-0.945
2024,Delhi,Delhi/New Delhi,Amity Intl. School M-Block Saket New Delhi,200224,102,6,1,266.31,234.0,256.13,213,217.16,163,0.00980392156862745,0.06862745098039216,49.150000000000006,10.180000000000007,187.482,0.618,-0.82
2024,Delhi,Delhi/New Delhi,Sadhu Vaswani International School For Girls,200223,263,20,1,297.99,263.0,256.13,213,217.16,163,0.0038022813688212928,0.07984790874524715,80.83000000000001,41.860000000000014,197.141,0.316,-1.22
2024,Delhi,Delhi/New Delhi,The Indian School,200215,283,26,0,275.77,230.0,256.13,213,217.16,163,0.0,0.09187279151943463,58.609999999999985,19.639999999999986,197.627,0.522,-1.008
2024,Delhi,Delhi/New Delhi,Red Roses Public School,200212,366,12,0,242.34,203.0,256.13,213,217.16,163,0.0,0.03278688524590164,25.180000000000007,-13.789999999999992,154.547,0.872,0.067
2024,Delhi,Delhi/New Delhi,Divine Happy Sr Sec School,200130,488,23,1,256.06,222.5,256.13,213,217.16,163,0.0020491803278688526,0.04918032786885246,38.900000000000006,-0.06999999999999318,166.227,0.812,-0.19
2024,Delhi,Delhi/New Delhi,Kendriya Vidyalaya Pitampura,200137,281,15,0,256.74,211.0,256.13,213,217.16,163,0.0,0.05338078291814947,39.58000000000001,0.6100000000000136,166.69,0.838,-0.21
2024,Delhi,Delhi/New Delhi,S D Saraswati Bal Mandir,200108,677,28,0,261.37,211.0,256.13,213,217.16,163,0.0,0.0413589364844904,44.21000000000001,5.240000000000009,170.319,0.708,-0.566
2024,Delhi,Delhi/New Delhi,Maharaja Agrasen Institute Of Technology,200101,1337,65,3,262.18,222.0,256.13,213,217.16,163,0.002243829468960359,0.050860134629768135,45.02000000000001,6.050000000000011,166.151,0.773,-0.288
2024,Delhi,Delhi/New Delhi,Kulachi Hansraj Model School,200106,702,35,1,252.29,217.5,256.13,213,217.16,163,0.0014245014245014246,0.05128205128205128,35.129999999999995,-3.8400000000000034,165.571,0.814,-0.225
2024,Delhi,Delhi/New Delhi,Govt Boys Sr.Sec.School,200139,947,42,1,262.42,218.0,256.13,213,217.16,163,0.0010559662090813093,0.0454065469904963,45.26000000000002,6.2900000000000205,168.038,0.688,-0.474
2024,Delhi,Delhi/New Delhi,Rajkiya Pratibha Vikas Vidyalaya,200152,467,26,0,265.72,211.0,256.13,213,217.16,163,0.0,0.055674518201284794,48.56000000000003,9.590000000000032,179.267,0.638,-0.761
2024,Delhi,Delhi/New Delhi,Sarvodaya Vidyalaya,200155,467,25,1,273.04,236.0,256.13,213,217.16,163,0.0021413276231263384,0.055674518201284794,55.880000000000024,16.910000000000025,170.362,0.615,-0.533
2024,Delhi,Delhi/New Delhi,Flora Dale Sr Secondary School,200163,771,27,1,252.87,210.0,256.13,213,217.16,163,0.0012970168612191958,0.03631647211413749,35.71000000000001,-3.259999999999991,164.154,0.714,-0.376
2024,Delhi,Delhi/New Delhi,Govt. Co-Ed Sec School Rajapur Khurd Uttam Nagar,200190,468,24,1,254.09,214.5,256.13,213,217.16,163,0.002136752136752137,0.053418803418803416,36.93000000000001,-2.039999999999992,165.866,0.809,-0.225
2024,Delhi,Delhi/New Delhi,Sardar Patel Public Sr. Sec. School,200164,769,41,1,257.76,213.0,256.13,213,217.16,163,0.0013003901170351106,0.054616384915474644,40.599999999999994,1.6299999999999955,171.118,0.757,-0.393
2024,Delhi,Delhi/New Delhi,Lancers Convent Sss Prashant Vihar Rohini Dli,200107,695,37,1,256.16,209.0,256.13,213,217.16,163,0.0014388489208633094,0.05467625899280575,39.00000000000003,0.03000000000002956,165.347,0.821,-0.231
2024,Delhi,Delhi/New Delhi,The Vivek Anand School,200138,1176,61,0,258.86,219.0,256.13,213,217.16,163,0.0,0.05187074829931973,41.70000000000002,2.730000000000018,168.032,0.754,-0.316
2024,Delhi,Delhi/New Delhi,Govt. Boys Sr. Sec. School,200136,279,14,0,243.99,191.0,256.13,213,217.16,163,0.0,0.05017921146953405,26.830000000000013,-12.139999999999986,162.34,0.928,0.075
2024,Delhi,Delhi/New Delhi,Maharaja Agarsain Public School,200109,633,30,1,244.15,196.0,256.13,213,217.16,163,0.001579778830963665,0.04897314375987362,26.99000000000001,-11.97999999999999,161.879,0.941,0.081
2024,Delhi,Delhi/New Delhi,Darbari Lal Dav Model School,200131,467,20,1,253.85,208.0,256.13,213,217.16,163,0.0021413276231263384,0.044967880085653104,36.69,-2.280000000000001,167.533,0.813,-0.288
2024,Delhi,Delhi/New Delhi,Kendriya Vidyalaya,200165,690,24,0,253.56,213.5,256.13,213,217.16,163,0.0,0.034782608695652174,36.400000000000006,-2.569999999999993,161.628,0.752,-0.302
2024,Delhi,Delhi/New Delhi,Kendriya Vidyalaya (Bsf) Chhawala Camp,200191,469,20,1,245.45,203.0,256.13,213,217.16,163,0.0021321961620469083,0.04477611940298507,28.289999999999992,-10.680000000000007,157.422,0.932,0.245
2024,Delhi,Delhi/New Delhi,Bal Mandir Sr Sec School,200162,768,31,1,242.23,198.0,256.13,213,217.16,163,0.0013020833333333333,0.041666666666666664,25.069999999999993,-13.900000000000006,163.556,0.881,-0.072
2024,Delhi,Delhi/New Delhi,Sarvodaya Co Ed Sr.Sec.School,200154,456,21,1,251.82,204.0,256.13,213,217.16,163,0.0021929824561403508,0.04824561403508772,34.66,-4.310000000000002,165.604,0.868,-0.134
2024,Delhi,Delhi/New Delhi,Sarvodaya Bal Vidyalaya,200153,469,16,1,240.87,209.0,256.13,213,217.16,163,0.0021321961620469083,0.03624733475479744,23.710000000000008,-15.259999999999991,154.791,0.948,0.364
2024,Delhi,Delhi/New Delhi,Dav Public School,200171,462,24,0,263.62,219.5,256.13,213,217.16,163,0.0,0.05194805194805195,46.46000000000001,7.490000000000009,168.88,0.689,-0.504
2024,Delhi,Delhi/New Delhi,"G.D Goenka Public School, Dwarka",200185,622,23,1,253.0,215.5,256.13,213,217.16,163,0.001607717041800643,0.03858520900321544,35.84,-3.1299999999999955,165.291,0.752,-0.329
2024,Delhi,Delhi/New Delhi,Abhinav Global School Sector-13 Dwarka Delhi,200182,1300,66,1,256.21,213.0,256.13,213,217.16,163,0.0007692307692307692,0.05153846153846154,39.04999999999998,0.07999999999998408,168.254,0.789,-0.287
2024,Delhi,Delhi/New Delhi,Rajkiya Pratibha Vikas Vidyalaya,200176,456,24,2,246.52,195.0,256.13,213,217.16,163,0.0043859649122807015,0.05701754385964912,29.360000000000014,-9.609999999999985,173.259,0.862,-0.172
2024,Delhi,Delhi/New Delhi,Govt Sarvodaya Bal Vidyalaya,200149,551,30,0,258.44,219.0,256.13,213,217.16,163,0.0,0.0544464609800363,41.28,2.3100000000000023,168.884,0.679,-0.531
2024,Delhi,Delhi/New Delhi,Govt Co-Ed Sarvodaya Vidyalaya,200140,956,45,2,254.63,210.0,256.13,213,217.16,163,0.0020920502092050207,0.049163179916317995,37.47,-1.5,167.121,0.768,-0.315
2024,Delhi,Delhi/New Delhi,Lavi Public School,200147,583,32,1,251.22,214.0,256.13,213,217.16,163,0.0017152658662092624,0.05660377358490566,34.06,-4.909999999999997,163.988,0.958,0.227
2024,Delhi,Delhi/New Delhi,Dav Public School,200178,468,21,0,262.36,224.5,256.13,213,217.16,163,0.0,0.04487179487179487,45.20000000000002,6.230000000000018,168.599,0.729,-0.46
2024,Delhi,Delhi/New Delhi,Maharaja Aggarsain Adarsh Public School,200113,484,26,1,257.6,223.5,256.13,213,217.16,163,0.002066115702479339,0.05578512396694215,40.440000000000026,1.4700000000000273,173.139,0.756,-0.31
2024,Delhi,Delhi/New Delhi,Crpf Public School,200114,464,17,0,249.9,205.0,256.13,213,217.16,163,0.0,0.036637931034482756,32.74000000000001,-6.22999999999999,165.235,0.718,-0.449
2024,Delhi,Delhi/New Delhi,Kendriya Vidyalaya No. Iii Delhi Cantt,200122,697,35,2,255.94,216.0,256.13,213,217.16,163,0.0028694404591104736,0.05308464849354376,38.78,-0.18999999999999773,164.466,0.867,-0.054
2024,Delhi,Delhi/New Delhi,Abhinav Public School,200125,582,24,1,254.65,208.5,256.13,213,217.16,163,0.001718213058419244,0.0429553264604811,37.49000000000001,-1.4799999999999898,169.003,0.753,-0.41
2024,Delhi,Delhi/New Delhi,Govt Boys Sr. Sec. School,200146,624,25,1,249.35,206.5,256.13,213,217.16,163,0.0016025641025641025,0.041666666666666664,32.19,-6.780000000000001,164.936,0.828,-0.253
2024,Delhi,Delhi/New Delhi,Mother''S Global School,200179,348,18,0,254.79,217.0,256.13,213,217.16,163,0.0,0.05172413793103448,37.629999999999995,-1.3400000000000034,162.584,0.807,-0.22
2024,Delhi,Delhi/New Delhi,Govt Sarvodaya Bbal Vidyalaya,200141,943,50,0,251.69,209.0,256.13,213,217.16,163,0.0,0.053022269353128315,34.53,-4.439999999999998,166.817,0.855,-0.153
2024,Delhi,Delhi/New Delhi,Sarvodaya Co-Ed Senior Secondary School,200177,460,21,2,261.37,214.5,256.13,213,217.16,163,0.004347826086956522,0.05,44.21000000000001,5.240000000000009,173.959,0.697,-0.563
2024,Delhi,Delhi/New Delhi,Bal Bharti Public School Sec-12 Ps-1 Dwarka Nd,200183,698,45,0,260.83,220.0,256.13,213,217.16,163,0.0,0.06446991404011461,43.66999999999999,4.699999999999989,170.038,0.821,-0.251
2024,Delhi,Delhi/New Delhi,Savodaya Bal Vidyalaya,200148,576,27,1,257.25,222.0,256.13,213,217.16,163,0.001736111111111111,0.04861111111111111,40.09,1.1200000000000045,169.281,0.71,-0.388
2024,Delhi,Delhi/New Delhi,M L Khanna Dav Public School,200184,693,37,3,266.13,221.0,256.13,213,217.16,163,0.004329004329004329,0.05772005772005772,48.97,10.0,174.376,0.701,-0.534
2024,Delhi,Delhi/New Delhi,Rajkiya Sarvodaya Kanya Vidyalaya,200170,554,23,0,239.68,195.0,256.13,213,217.16,163,0.0,0.04151624548736462,22.52000000000001,-16.44999999999999,161.173,0.873,-0.044
2024,Delhi,Delhi/New Delhi,K R Manglam World School,200124,669,32,2,246.88,196.0,256.13,213,217.16,163,0.0029895366218236174,0.05082212257100149,29.72,-9.25,170.613,0.85,-0.268
2024,Delhi,Delhi/New Delhi,Bosco Public School,200123,678,27,2,244.87,205.0,256.13,213,217.16,163,0.0029498525073746312,0.04277286135693215,27.710000000000008,-11.259999999999991,162.184,0.903,0.031
2024,Delhi,Delhi/New Delhi,D A V Public School Sector Vii Rohini Delhi,200115,465,20,0,245.89,198.0,256.13,213,217.16,163,0.0,0.043010752688172046,28.72999999999999,-10.240000000000009,159.684,0.938,0.127
2024,Delhi,Delhi/New Delhi,Vidya Bharati School,200112,562,20,0,247.34,200.0,256.13,213,217.16,163,0.0,0.03558718861209965,30.180000000000007,-8.789999999999992,163.094,0.837,-0.19
2024,Delhi,Delhi/New Delhi,Atal Adarsh Vidyalaya,200208,484,20,1,258.6,216.5,256.13,213,217.16,163,0.002066115702479339,0.04338842975206612,41.440000000000026,2.4700000000000273,169.838,0.771,-0.333
2024,Delhi,Delhi/New Delhi,Mount Carmel School,200201,913,57,1,262.14,213.0,256.13,213,217.16,163,0.001095290251916758,0.06352683461117196,44.97999999999999,6.009999999999991,175.201,0.791,-0.4
2024,Delhi,Delhi/New Delhi,"Ryan International School, Vasant Kunj",200206,583,26,1,247.19,206.0,256.13,213,217.16,163,0.0017152658662092624,0.04631217838765009,30.03,-8.939999999999998,166.141,0.845,-0.192
2024,Delhi,Delhi/New Delhi,"Amity International School, Pushp Vihar",200207,490,19,0,262.03,221.0,256.13,213,217.16,163,0.0,0.03877551020408163,44.869999999999976,5.899999999999977,169.086,0.719,-0.48
2024,Delhi,Delhi/New Delhi,Kr Mangalam World School,200209,459,24,0,248.75,209.0,256.13,213,217.16,163,0.0,0.05228758169934641,31.590000000000003,-7.3799999999999955,167.629,0.825,-0.131
2024,Outside-India,Colombo,"Swami Vivekananda Gultural Gentre,",990501,9,0,0,182.67,186.0,250.78,221,217.16,163,0.0,0.0,-34.49000000000001,-68.11000000000001,63.089,0.152,-1.532
2024,Outside-India,Kuwait City,"Indian Educational School, Kuwait (Bharatiya Vidya Bhavan )",990101,480,9,0,242.04,215.0,250.78,221,217.16,163,0.0,0.01875,24.879999999999995,-8.740000000000009,137.631,0.963,0.54
2024,Outside-India,Muscat,Indian School Muscat,991101,312,12,0,271.73,235.5,250.78,221,217.16,163,0.0,0.038461538461538464,54.57000000000002,20.950000000000017,145.812,0.828,-0.085
2024,Outside-India,Doha,M E S Indian School,990601,577,25,1,264.2,229.0,250.78,221,217.16,163,0.0017331022530329288,0.045060658578856154,47.03999999999999,13.419999999999987,148.445,0.889,0.156
2024,Outside-India,Dubai,The Indian High School,990201,827,31,0,273.5,240.0,250.78,221,217.16,163,0.0,0.037484885126964934,56.34,22.72,142.723,0.851,0.187
2024,Outside-India,Kuala Lumpur,"Global Indian International School, Kualalumpur, Malaysia",990801,21,1,0,239.19,181.0,250.78,221,217.16,163,0.0,0.047619047619047616,22.03,-11.590000000000003,171.599,0.89,-0.21
2024,Outside-India,Riyadh,International Indian School,991201,554,6,0,208.41,175.0,250.78,221,217.16,163,0.0,0.010830324909747292,-8.75,-42.370000000000005,130.518,1.173,1.055
2024,Outside-India,Kathmandu,Kendriya Vidyalaya Kathmandu,990701,334,0,0,223.52,191.0,250.78,221,217.16,163,0.0,0.0,6.360000000000014,-27.25999999999999,131.677,0.792,-0.146
2024,Outside-India,Lagos,Indian Language School,990901,14,0,0,217.21,179.0,250.78,221,217.16,163,0.0,0.0,0.05000000000001137,-33.56999999999999,131.057,0.913,-0.039
2024,Outside-India,Abu Dhabi,Abu Dhabi Indian School,990301,579,16,3,259.31,231.0,250.78,221,217.16,163,0.0051813471502590676,0.03281519861830743,42.150000000000006,8.530000000000001,138.957,0.88,0.464
2024,Outside-India,Sharjah,Sharjah Indian School,991301,753,17,0,247.88,220.0,250.78,221,217.16,163,0.0,0.02257636122177955,30.72,-2.9000000000000057,136.42,1.009,0.629
2024,Outside-India,Bangkok,Global Indian International School,990401,8,1,0,285.88,222.0,250.78,221,217.16,163,0.0,0.125,68.72,35.099999999999994,201.121,1.358,1.092
2024,Outside-India,Manama,The Indian School,991001,229,8,0,260.9,235.0,250.78,221,217.16,163,0.0,0.034934497816593885,43.73999999999998,10.119999999999976,140.662,0.959,0.452
2024,Outside-India,Singapore,Global Indian International School,991401,53,1,0,244.25,241.0,250.78,221,217.16,163,0.0,0.018867924528301886,27.090000000000003,-6.530000000000001,107.912,0.773,1.506
2024,Goa,Panaji/Madgaon/Margao,Vidya Vikas Academy,210102,410,6,0,210.44,161.0,196.67,152,217.16,163,0.0,0.014634146341463415,-6.719999999999999,13.77000000000001,147.017,1.102,0.513
2024,Goa,Panaji/Madgaon/Margao,Sunshine Worldwide School,210105,349,4,0,192.52,157.0,196.67,152,217.16,163,0.0,0.011461318051575931,-24.639999999999986,-4.149999999999977,136.041,1.076,0.691
2024,Goa,Panaji/Madgaon/Margao,Govt. College Of Arts Science & Commerce Quepem,210104,339,9,0,196.45,144.0,196.67,152,217.16,163,0.0,0.02654867256637168,-20.710000000000008,-0.21999999999999886,150.533,1.281,0.993
