exam_year,state,city,center_name,center_id,total_students,above_600_marks,above_700_marks,center_average_marks,center_median_marks,state_average_marks,state_median_marks,national_average_marks,national_median_marks,Ultra_High_Score_Ratio,High_Score_Ratio,Center_v_National_Gap,Center_v_State_Gap,Center_Std_Dev,Center_Skewness,Center_Kurtosis
2024,Arunachal Pradesh,Itanagar/Naharlagun,Kendriya Vidyalaya Nirjuli (Nerist),130108,233,0,0,161.14,122.0,162.91,129,217.16,163,0.0,0.0,-56.02000000000001,-1.7700000000000102,119.113,1.27,1.048
2024,Arunachal Pradesh,Itanagar/Naharlagun,North Eastern Regional Institute Of Science And Technology,130101,624,4,1,167.31,130.0,162.91,129,217.16,163,0.0016025641025641025,0.008012820512820512,-49.849999999999994,4.400000000000006,122.491,1.36,1.755
2024,Arunachal Pradesh,Itanagar/Naharlagun,Kingcup Public School,130106,462,1,0,161.5,123.5,162.91,129,217.16,163,0.0,0.0021645021645021645,-55.66,-1.4099999999999966,118.705,1.301,1.351
2024,Arunachal Pradesh,Itanagar/Naharlagun,Green Mount School,130107,233,0,0,169.41,138.0,162.91,129,217.16,163,0.0,0.0,-47.75,6.5,115.86,1.08,0.798
2024,Arunachal Pradesh,Itanagar/Naharlagun,Delhi Public School,130109,120,0,0,169.1,141.0,162.91,129,217.16,163,0.0,0.0,-48.06,6.189999999999998,117.165,1.13,0.926
2024,Arunachal Pradesh,Pasighat,Igj Govt Higher Secondary School,130401,551,2,0,166.44,136.0,162.91,129,217.16,163,0.0,0.003629764065335753,-50.72,3.530000000000001,115.118,1.421,2.129
2024,Arunachal Pradesh,Namsai,Govt. Hr. Sec. School Namsai,130301,454,0,0,166.03,138.5,162.91,129,217.16,163,0.0,0.0,-51.129999999999995,3.1200000000000045,111.354,1.267,1.545
2024,Arunachal Pradesh,Itanagar/Naharlagun,Kendriya Vidyalaya No 1 Itanagar,130105,457,1,0,164.08,133.0,162.91,129,217.16,163,0.0,0.002188183807439825,-53.079999999999984,1.170000000000016,116.388,1.276,1.444
2024,Arunachal Pradesh,Itanagar/Naharlagun,Don Bosco School,130102,576,3,0,162.74,128.0,162.91,129,217.16,163,0.0,0.005208333333333333,-54.41999999999999,-0.1699999999999875,112.981,1.366,1.964
2024,Arunachal Pradesh,Itanagar/Naharlagun,Nerist Degree Block,130103,558,2,0,155.94,119.5,162.91,129,217.16,163,0.0,0.0035842293906810036,-61.22,-6.969999999999999,115.334,1.51,2.416
2024,Arunachal Pradesh,Itanagar/Naharlagun,Kendiriya Vidayalaya No. Ii Itanagar,130104,505,0,0,155.29,115.0,162.91,129,217.16,163,0.0,0.0,-61.870000000000005,-7.6200000000000045,118.952,1.394,1.528
2024,Jammu and Kashmir,Badgam,Spring Buds Educational Institute,250502,731,10,0,198.38,150.0,205.41,162,217.16,163,0.0,0.013679890560875513,-18.78,-7.030000000000001,148.924,1.086,0.446
2024,Jammu and Kashmir,Kupwara,Govt. Degree College Boys,250706,366,2,0,178.17,138.5,205.41,162,217.16,163,0.0,0.00546448087431694,-38.99000000000001,-27.24000000000001,133.709,1.189,0.828
2024,Jammu and Kashmir,Kupwara,Alexandra Secondary Secondary School,250701,402,1,0,176.97,134.0,205.41,162,217.16,163,0.0,0.0024875621890547263,-40.19,-28.439999999999998,131.613,1.227,0.941
2024,Jammu and Kashmir,Jammu,Mhac School Nagbani Jammu,250103,570,8,0,194.18,152.5,205.41,162,217.16,163,0.0,0.014035087719298246,-22.97999999999999,-11.22999999999999,141.166,1.092,0.631
2024,Jammu and Kashmir,Jammu,G D Goenka Public School Gajansoo Jammu J&K,250104,532,10,0,195.61,153.5,205.41,162,217.16,163,0.0,0.018796992481203006,-21.549999999999983,-9.799999999999983,149.876,1.117,0.603
2024,Jammu and Kashmir,Anantnag,Govt Boys Model Higher Sec. School Bijbaraha Anantnag,250309,399,6,0,204.24,163.0,205.41,162,217.16,163,0.0,0.015037593984962405,-12.919999999999987,-1.1699999999999875,146.461,0.999,0.204
2024,Jammu and Kashmir,Anantnag,Public School English Medium Bijbehara,250307,495,9,0,219.48,173.0,205.41,162,217.16,163,0.0,0.01818181818181818,2.319999999999993,14.069999999999993,153.118,1.015,0.217
2024,Jammu and Kashmir,Anantnag,Shemford Futuristic School,250306,495,14,0,210.57,164.0,205.41,162,217.16,163,0.0,0.028282828282828285,-6.590000000000003,5.159999999999997,154.244,1.09,0.421
2024,Jammu and Kashmir,Anantnag,Ayesha Ali Academy,250301,559,11,0,212.59,169.0,205.41,162,217.16,163,0.0,0.01967799642218247,-4.569999999999993,7.180000000000007,152.945,1.004,0.249
2024,Jammu and Kashmir,Jammu,Stephens Intl Pub Sch Nihalpur Kullian J&K,250105,482,4,0,192.83,151.5,205.41,162,217.16,163,0.0,0.008298755186721992,-24.329999999999984,-12.579999999999984,143.689,0.988,0.226
2024,Jammu and Kashmir,Anantnag,Radient Public School,250308,492,3,0,191.57,152.5,205.41,162,217.16,163,0.0,0.006097560975609756,-25.590000000000003,-13.840000000000003,138.18,1.159,0.818
2024,Jammu and Kashmir,Jammu,Heritage School,250102,580,9,0,197.1,165.0,205.41,162,217.16,163,0.0,0.015517241379310345,-20.060000000000002,-8.310000000000002,144.946,1.013,0.485
2024,Jammu and Kashmir,Samba,Mahavir International School,250901,461,9,0,210.02,168.0,205.41,162,217.16,163,0.0,0.019522776572668113,-7.139999999999986,4.610000000000014,149.817,0.975,0.204
2024,Jammu and Kashmir,Srinagar (J And K),R P School,250220,414,12,0,221.43,182.0,205.41,162,217.16,163,0.0,0.028985507246376812,4.27000000000001,16.02000000000001,153.64,1.036,0.339
2024,Jammu and Kashmir,Srinagar (J And K),Green Land College Of Education Kohimaran Hawal Srinagar,250227,308,10,0,232.88,195.0,205.41,162,217.16,163,0.0,0.032467532467532464,15.719999999999999,27.47,154.657,0.818,-0.034
2024,Jammu and Kashmir,Srinagar (J And K),Govt College Of Education Iase,250218,422,12,0,221.6,167.5,205.41,162,217.16,163,0.0,0.02843601895734597,4.439999999999998,16.189999999999998,163.785,0.921,-0.046
2024,Jammu and Kashmir,Srinagar (J And K),Govt. Higher Sec. School,250211,483,15,0,216.45,167.0,205.41,162,217.16,163,0.0,0.031055900621118012,-0.710000000000008,11.039999999999992,158.444,1.021,0.245
2024,Jammu and Kashmir,Srinagar (J And K),Govt. Sri Pratap Higher Secondary School M. A Road Srinagar,250216,471,15,0,216.61,162.0,205.41,162,217.16,163,0.0,0.03184713375796178,-0.549999999999983,11.200000000000017,163.122,1.043,0.189
2024,Jammu and Kashmir,Srinagar (J And K),Doon International School,250229,303,5,0,208.86,160.0,205.41,162,217.16,163,0.0,0.0165016501650165,-8.299999999999983,3.450000000000017,150.344,1.087,0.477
2024,Jammu and Kashmir,Srinagar (J And K),S.P. College,250217,444,12,0,217.58,170.0,205.41,162,217.16,163,0.0,0.02702702702702703,0.4200000000000159,12.170000000000016,162.014,0.956,-0.043
2024,Jammu and Kashmir,Srinagar (J And K),Fayaz Educational Institute,250228,304,6,0,214.59,168.5,205.41,162,217.16,163,0.0,0.019736842105263157,-2.569999999999993,9.180000000000007,155.237,1.086,0.346
2024,Jammu and Kashmir,Srinagar (J And K),Srinagar British School,250210,484,19,0,207.8,155.0,205.41,162,217.16,163,0.0,0.03925619834710744,-9.359999999999985,2.390000000000015,163.519,1.204,0.692
2024,Jammu and Kashmir,Srinagar (J And K),Govt. Boys Higher Secondary  School,250226,299,6,0,218.21,180.0,205.41,162,217.16,163,0.0,0.020066889632107024,1.0500000000000114,12.800000000000011,154.346,0.913,-0.051
2024,Jammu and Kashmir,Srinagar (J And K),Government Boys Higher Secondary School Nawakadal,250219,415,8,0,222.24,193.0,205.41,162,217.16,163,0.0,0.01927710843373494,5.0800000000000125,16.830000000000013,151.329,0.903,0.101
2024,Jammu and Kashmir,Srinagar (J And K),Government Girls Higher Secondary School,250221,401,13,0,232.49,181.0,205.41,162,217.16,163,0.0,0.032418952618453865,15.330000000000013,27.080000000000013,164.018,0.919,-0.061
2024,Jammu and Kashmir,Srinagar (J And K),Abdul Ahad Azad Memorial Degree College,250203,755,29,0,223.62,173.0,205.41,162,217.16,163,0.0,0.038410596026490065,6.460000000000008,18.210000000000008,165.73,1.017,0.173
2024,Jammu and Kashmir,Srinagar (J And K),Govt College For Women M.A.Road,250204,704,15,0,221.29,174.0,205.41,162,217.16,163,0.0,0.02130681818181818,4.1299999999999955,15.879999999999995,157.991,0.893,-0.103
2024,Jammu and Kashmir,Pulwama,Delhi Modern Public School,250803,422,9,0,199.41,161.5,205.41,162,217.16,163,0.0,0.02132701421800948,-17.75,-6.0,148.387,1.137,0.725
2024,Jammu and Kashmir,Pulwama,Birla Open Minds International School Pampore,250804,304,1,0,181.76,136.5,205.41,162,217.16,163,0.0,0.003289473684210526,-35.400000000000006,-23.650000000000006,139.271,1.185,0.792
2024,Jammu and Kashmir,Kathua,Army Public School Janglot,250602,636,7,0,196.26,157.5,205.41,162,217.16,163,0.0,0.0110062893081761,-20.900000000000006,-9.150000000000006,142.398,0.997,0.438
2024,Jammu and Kashmir,Baramulla,Gulzar Memorial Educational Trust,250406,234,1,0,192.28,156.5,205.41,162,217.16,163,0.0,0.004273504273504274,-24.879999999999995,-13.129999999999995,141.266,1.129,0.733
2024,Jammu and Kashmir,Baramulla,Srm Welkin,250401,947,16,0,187.59,146.0,205.41,162,217.16,163,0.0,0.01689545934530095,-29.569999999999993,-17.819999999999993,139.93,1.259,1.216
2024,Jammu and Kashmir,Pulwama,Dolphin International School,250805,310,8,0,194.3,148.0,205.41,162,217.16,163,0.0,0.025806451612903226,-22.859999999999985,-11.109999999999985,143.631,1.158,0.977
2024,Jammu and Kashmir,Pulwama,Solace International School,250802,536,6,0,195.88,159.5,205.41,162,217.16,163,0.0,0.011194029850746268,-21.28,-9.530000000000001,146.45,1.075,0.472
2024,Jammu and Kashmir,Srinagar (J And K),Hilltop Educational Institute,250205,563,19,0,228.63,177.0,205.41,162,217.16,163,0.0,0.03374777975133215,11.469999999999999,23.22,163.866,0.921,-0.039
2024,Jammu and Kashmir,Srinagar (J And K),Green Valley Educational Institute,250202,794,26,1,222.67,169.5,205.41,162,217.16,163,0.0012594458438287153,0.03400503778337532,5.509999999999991,17.25999999999999,162.913,0.923,-0.017
2024,Jammu and Kashmir,Jammu,Idps Akhnoor,250120,393,4,0,201.96,167.0,205.41,162,217.16,163,0.0,0.010178117048346057,-15.199999999999989,-3.4499999999999886,142.829,0.962,0.335
2024,Jammu and Kashmir,Anantnag,Govt.Boys Model Higher Secondary School,250312,354,8,0,219.64,180.5,205.41,162,217.16,163,0.0,0.022598870056497175,2.4799999999999898,14.22999999999999,150.666,1.045,0.42
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya Kaluchak,250118,432,5,0,193.66,146.5,205.41,162,217.16,163,0.0,0.011574074074074073,-23.5,-11.75,144.101,1.12,0.631
2024,Jammu and Kashmir,Anantnag,Hss Wanpoh,250315,257,5,0,223.2,191.0,205.41,162,217.16,163,0.0,0.019455252918287938,6.039999999999992,17.789999999999992,156.809,0.915,0.146
2024,Jammu and Kashmir,Jammu,Dewan Badrinath Vidyamandir,250127,282,2,0,188.52,145.0,205.41,162,217.16,163,0.0,0.0070921985815602835,-28.639999999999986,-16.889999999999986,138.02,1.068,0.482
2024,Jammu and Kashmir,Udhampur,Army Public School Udhampur,251001,372,15,0,234.83,204.0,205.41,162,217.16,163,0.0,0.04032258064516129,17.670000000000016,29.420000000000016,154.155,0.866,0.186
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya (Crpf) Bantalab,250111,483,10,0,202.92,150.0,205.41,162,217.16,163,0.0,0.020703933747412008,-14.240000000000009,-2.490000000000009,155.148,0.974,0.068
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya No.I Akhnoor,250129,251,2,0,194.65,151.0,205.41,162,217.16,163,0.0,0.00796812749003984,-22.50999999999999,-10.759999999999991,143.738,0.956,0.1
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya Nagrota,250116,459,6,0,195.48,155.0,205.41,162,217.16,163,0.0,0.013071895424836602,-21.680000000000007,-9.930000000000007,142.245,0.952,0.305
2024,Jammu and Kashmir,Jammu,J&K Police Public School Miran Sahib Jammu Jk,250128,278,2,0,192.95,162.0,205.41,162,217.16,163,0.0,0.007194244604316547,-24.210000000000008,-12.460000000000008,141.614,0.925,0.36
2024,Jammu and Kashmir,Jammu,Jodhamal Public School,250117,464,5,0,196.11,150.0,205.41,162,217.16,163,0.0,0.010775862068965518,-21.049999999999983,-9.299999999999983,143.614,1.159,0.765
2024,Jammu and Kashmir,Jammu,Bsf Sr Sec School,250110,496,9,0,205.05,159.5,205.41,162,217.16,163,0.0,0.018145161290322582,-12.109999999999985,-0.3599999999999852,151.719,0.981,0.27
2024,Jammu and Kashmir,Jammu,International Delhi Public School Jammu J & K,250119,398,4,0,200.39,167.0,205.41,162,217.16,163,0.0,0.010050251256281407,-16.77000000000001,-5.02000000000001,144.027,0.914,0.204
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya Miran Sahib,250126,279,4,0,195.36,155.0,205.41,162,217.16,163,0.0,0.014336917562724014,-21.799999999999983,-10.049999999999983,147.584,1.177,0.793
2024,Jammu and Kashmir,Anantnag,Smart Mission High School,250314,282,2,0,211.85,175.0,205.41,162,217.16,163,0.0,0.0070921985815602835,-5.310000000000002,6.439999999999998,145.248,0.844,0.013
2024,Jammu and Kashmir,Anantnag,Govt Girls Higher Secondary School,250313,326,8,0,224.97,186.0,205.41,162,217.16,163,0.0,0.024539877300613498,7.810000000000002,19.560000000000002,156.169,0.94,0.098
2024,Jammu and Kashmir,Jammu,Army Public School Damana,250121,349,5,1,189.22,152.0,205.41,162,217.16,163,0.0028653295128939827,0.017191977077363897,-27.939999999999998,-16.189999999999998,138.692,1.241,1.263
2024,Jammu and Kashmir,Jammu,Birla Open Minds International School,250107,482,5,0,194.54,150.0,205.41,162,217.16,163,0.0,0.01037344398340249,-22.620000000000005,-10.870000000000005,139.206,1.066,0.665
2024,Jammu and Kashmir,Anantnag,Govt Girls Higher Secondary School,250304,494,3,0,207.65,178.5,205.41,162,217.16,163,0.0,0.006072874493927126,-9.509999999999991,2.240000000000009,139.116,0.827,-0.08
2024,Jammu and Kashmir,Jammu,Jammu Sanskriti School Jammu,250109,487,9,1,195.05,155.0,205.41,162,217.16,163,0.002053388090349076,0.02053388090349076,-22.109999999999985,-10.359999999999985,145.829,1.14,0.808
2024,Jammu and Kashmir,Anantnag,Delhi Public School Anantnag,250303,538,9,0,207.43,173.0,205.41,162,217.16,163,0.0,0.016728624535315983,-9.72999999999999,2.0200000000000102,143.549,0.984,0.529
2024,Jammu and Kashmir,Badgam,Delhi Public School Budgam,250501,703,16,0,197.45,152.0,205.41,162,217.16,163,0.0,0.02275960170697013,-19.710000000000008,-7.960000000000008,150.939,1.171,0.712
2024,Jammu and Kashmir,Kupwara,Govt Boys Hr. Secondary School,250702,400,3,0,183.27,148.5,205.41,162,217.16,163,0.0,0.0075,-33.889999999999986,-22.139999999999986,134.4,1.114,0.898
2024,Jammu and Kashmir,Kupwara,Govt Boys Hr Secondary School,250705,144,1,0,186.0,133.0,205.41,162,217.16,163,0.0,0.006944444444444444,-31.159999999999997,-19.409999999999997,136.064,1.13,0.636
2024,Jammu and Kashmir,Anantnag,Govt Women College Anantnah,250302,570,11,0,213.67,167.0,205.41,162,217.16,163,0.0,0.01929824561403509,-3.490000000000009,8.259999999999991,153.894,0.976,0.137
2024,Jammu and Kashmir,Jammu,Model Academy,250130,457,7,0,210.18,166.0,205.41,162,217.16,163,0.0,0.015317286652078774,-6.97999999999999,4.77000000000001,150.879,0.851,-0.073
2024,Jammu and Kashmir,Anantnag,Oxford Presentation School,250305,495,7,0,222.91,191.0,205.41,162,217.16,163,0.0,0.014141414141414142,5.75,17.5,151.031,0.781,-0.16
2024,Jammu and Kashmir,Jammu,R.M. Public School,250108,486,12,1,203.15,157.0,205.41,162,217.16,163,0.00205761316872428,0.026748971193415638,-14.009999999999991,-2.259999999999991,153.289,1.035,0.453
2024,Jammu and Kashmir,Jammu,K.C International School,250101,573,9,0,204.09,157.0,205.41,162,217.16,163,0.0,0.015706806282722512,-13.069999999999993,-1.3199999999999932,151.349,0.949,0.149
2024,Jammu and Kashmir,Samba,Army Public School Samba,250902,426,6,0,205.81,168.5,205.41,162,217.16,163,0.0,0.014084507042253521,-11.349999999999994,0.4000000000000057,145.454,0.913,0.225
2024,Jammu and Kashmir,Jammu,K C Public School,250106,483,5,0,193.7,158.0,205.41,162,217.16,163,0.0,0.010351966873706004,-23.460000000000008,-11.710000000000008,137.343,1.058,0.705
2024,Jammu and Kashmir,Kupwara,Govt Girls Hr. Secondary School,250704,210,3,0,179.35,145.0,205.41,162,217.16,163,0.0,0.014285714285714285,-37.81,-26.060000000000002,132.373,1.309,1.374
2024,Jammu and Kashmir,Kupwara,Govt Womens College,250703,376,3,0,185.52,144.5,205.41,162,217.16,163,0.0,0.007978723404255319,-31.639999999999986,-19.889999999999986,137.765,1.009,0.512
2024,Jammu and Kashmir,Srinagar (J And K),Govt. College For Women Nawakadal,250224,329,15,0,219.46,169.0,205.41,162,217.16,163,0.0,0.04559270516717325,2.3000000000000114,14.050000000000011,161.262,1.083,0.462
2024,Jammu and Kashmir,Srinagar (J And K),Mpml Higher Secondary School B D Khan Road Baghi-Dilawar Khan Srinagar,250223,350,8,0,203.85,163.5,205.41,162,217.16,163,0.0,0.022857142857142857,-13.310000000000002,-1.5600000000000023,146.52,1.074,0.637
2024,Jammu and Kashmir,Srinagar (J And K),Candid Higher Secondry School,250215,469,13,0,199.32,149.0,205.41,162,217.16,163,0.0,0.02771855010660981,-17.840000000000003,-6.090000000000003,156.369,1.132,0.601
2024,Jammu and Kashmir,Srinagar (J And K),Presentation Convent Hr.Sec. School,250212,490,17,1,216.78,161.0,205.41,162,217.16,163,0.0020408163265306124,0.036734693877551024,-0.37999999999999545,11.370000000000005,167.418,0.982,-0.022
2024,Jammu and Kashmir,Srinagar (J And K),Amar Singh College,250213,466,10,0,204.27,158.5,205.41,162,217.16,163,0.0,0.02145922746781116,-12.889999999999986,-1.1399999999999864,151.861,1.093,0.55
2024,Jammu and Kashmir,Srinagar (J And K),Islamia College Of Science And Commerce,250214,470,11,0,216.07,167.5,205.41,162,217.16,163,0.0,0.023404255319148935,-1.0900000000000034,10.659999999999997,158.301,1.003,0.194
2024,Jammu and Kashmir,Srinagar (J And K),Kendriya Vidyalaya No. I Srinagar,250222,399,13,0,232.6,200.0,205.41,162,217.16,163,0.0,0.03258145363408521,15.439999999999998,27.189999999999998,160.126,0.881,0.068
2024,Jammu and Kashmir,Srinagar (J And K),International Islamic School,250225,327,11,0,224.57,171.0,205.41,162,217.16,163,0.0,0.03363914373088685,7.409999999999997,19.159999999999997,167.599,1.015,0.092
2024,Jammu and Kashmir,Kathua,Delhi Public School Kathua,250601,473,5,0,204.96,166.0,205.41,162,217.16,163,0.0,0.010570824524312896,-12.199999999999989,-0.44999999999998863,144.15,1.008,0.388
2024,Jammu and Kashmir,Baramulla,Sanctorum Institute Of Education,250402,823,14,0,197.65,157.0,205.41,162,217.16,163,0.0,0.01701093560145808,-19.50999999999999,-7.759999999999991,144.093,1.113,0.7
2024,Jammu and Kashmir,Baramulla,Govt.Degree College Boys Baramulla,250405,308,4,0,186.57,146.5,205.41,162,217.16,163,0.0,0.012987012987012988,-30.590000000000003,-18.840000000000003,137.486,1.253,1.156
2024,Jammu and Kashmir,Srinagar (J And K),Minto Circle English Medium High School ( Senior Secondary ),250207,555,12,1,217.78,173.0,205.41,162,217.16,163,0.0018018018018018018,0.023423423423423424,0.6200000000000045,12.370000000000005,159.921,0.92,0.071
2024,Jammu and Kashmir,Pulwama,Government Boys Higher Secondary School Pulwama,250807,236,4,0,185.0,144.0,205.41,162,217.16,163,0.0,0.01694915254237288,-32.16,-20.409999999999997,138.672,1.352,1.562
2024,Jammu and Kashmir,Srinagar (J And K),Kashmir Government Polytechnic College,250209,515,21,0,231.43,172.0,205.41,162,217.16,163,0.0,0.040776699029126215,14.27000000000001,26.02000000000001,173.096,0.886,-0.249
2024,Jammu and Kashmir,Srinagar (J And K),Delhi Public School Srinagar,250231,783,23,0,217.28,171.0,205.41,162,217.16,163,0.0,0.02937420178799489,0.12000000000000455,11.870000000000005,161.717,0.989,0.144
2024,Jammu and Kashmir,Baramulla,Baramulla Public School,250404,472,5,0,183.29,144.0,205.41,162,217.16,163,0.0,0.01059322033898305,-33.870000000000005,-22.120000000000005,136.462,1.216,1.032
2024,Jammu and Kashmir,Baramulla,Delhi Public School Baramulla,250403,708,4,0,187.49,150.0,205.41,162,217.16,163,0.0,0.005649717514124294,-29.669999999999987,-17.919999999999987,135.716,1.152,0.808
2024,Jammu and Kashmir,Pulwama,Govt Degree College Pulwama,250801,588,9,0,190.84,146.0,205.41,162,217.16,163,0.0,0.015306122448979591,-26.319999999999993,-14.569999999999993,144.842,1.19,0.91
2024,Jammu and Kashmir,Srinagar (J And K),Gandhi Memorial College,250230,230,6,0,213.22,173.5,205.41,162,217.16,163,0.0,0.02608695652173913,-3.9399999999999977,7.810000000000002,156.701,0.944,0.16
2024,Jammu and Kashmir,Srinagar (J And K),Govt. Boys Higher Secondary School,250208,540,16,1,219.11,167.5,205.41,162,217.16,163,0.001851851851851852,0.03148148148148148,1.950000000000017,13.700000000000017,159.372,0.951,0.146
2024,Jammu and Kashmir,Pulwama,Govt Girls Hr. Sec School Pulwama,250806,283,6,0,195.05,148.0,205.41,162,217.16,163,0.0,0.02120141342756184,-22.109999999999985,-10.359999999999985,154.266,1.152,0.593
2024,Jammu and Kashmir,Srinagar (J And K),National Institute Of Technology Srinagar,250201,857,32,0,217.05,168.0,205.41,162,217.16,163,0.0,0.03733955659276546,-0.10999999999998522,11.640000000000015,159.527,1.043,0.332
2024,Jammu and Kashmir,Srinagar (J And K),Jk Police Public School,250206,565,21,0,212.57,166.0,205.41,162,217.16,163,0.0,0.03716814159292035,-4.590000000000003,7.159999999999997,159.541,1.115,0.456
2024,Jammu and Kashmir,Pulwama,Lyceum International School,250808,269,6,0,196.11,146.0,205.41,162,217.16,163,0.0,0.022304832713754646,-21.049999999999983,-9.299999999999983,157.507,1.125,0.446
2024,Jammu and Kashmir,Jammu,Rich Harvest School Samba Dt Jammu J&K,250124,350,4,0,189.69,156.0,205.41,162,217.16,163,0.0,0.011428571428571429,-27.47,-15.719999999999999,142.61,1.057,0.624
2024,Jammu and Kashmir,Anantnag,Srj Govt Higher Secondary School Khanabal Anantnag,250316,234,3,0,198.35,159.5,205.41,162,217.16,163,0.0,0.01282051282051282,-18.810000000000002,-7.060000000000002,148.221,1.145,0.643
2024,Jammu and Kashmir,Udhampur,Delhi Public School Udhampur,251002,371,5,0,212.51,177.0,205.41,162,217.16,163,0.0,0.013477088948787063,-4.650000000000006,7.099999999999994,146.668,0.954,0.358
2024,Jammu and Kashmir,Anantnag,Govt.Polytechnic College,250311,379,6,0,200.73,159.0,205.41,162,217.16,163,0.0,0.0158311345646438,-16.430000000000007,-4.680000000000007,140.569,1.095,0.687
2024,Jammu and Kashmir,Jammu,Delhi Public School Nagbani Jammu- (West) J&K,250123,345,2,0,185.9,136.0,205.41,162,217.16,163,0.0,0.005797101449275362,-31.25999999999999,-19.50999999999999,139.82,1.147,0.601
2024,Jammu and Kashmir,Jammu,Presentation Convent Sr. Sec. School,250115,471,8,0,205.98,160.0,205.41,162,217.16,163,0.0,0.016985138004246284,-11.180000000000007,0.5699999999999932,155.699,0.929,0.018
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya No.I Gandhi Nagar,250112,458,9,0,205.12,164.5,205.41,162,217.16,163,0.0,0.019650655021834062,-12.039999999999992,-0.28999999999999204,148.573,0.951,0.232
2024,Jammu and Kashmir,Jammu,Army Public School Akhnoor,250113,457,7,0,183.54,138.0,205.41,162,217.16,163,0.0,0.015317286652078774,-33.620000000000005,-21.870000000000005,142.367,1.218,0.984
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya No.Ii Jammu Cantt,250114,467,6,1,206.37,163.0,205.41,162,217.16,163,0.0021413276231263384,0.014989293361884369,-10.789999999999992,0.960000000000008,144.317,0.94,0.274
2024,Jammu and Kashmir,Jammu,Army Public School Jammu,250122,348,5,1,206.68,165.0,205.41,162,217.16,163,0.0028735632183908046,0.017241379310344827,-10.47999999999999,1.2700000000000102,148.417,0.883,0.029
2024,Jammu and Kashmir,Anantnag,Govt Degree College Bijbehara Anantnagh,250310,382,7,0,211.36,171.5,205.41,162,217.16,163,0.0,0.01832460732984293,-5.799999999999983,5.950000000000017,146.584,0.975,0.342
2024,Jammu and Kashmir,Udhampur,Army Public School Dhar Road,251003,300,5,0,221.58,182.5,205.41,162,217.16,163,0.0,0.016666666666666666,4.420000000000016,16.170000000000016,152.668,0.873,-0.018
2024,Jammu and Kashmir,Anantnag,Islamia Hanfia Institute,250317,184,3,0,198.84,154.0,205.41,162,217.16,163,0.0,0.016304347826086956,-18.319999999999993,-6.569999999999993,144.507,1.201,0.888
2024,Jammu and Kashmir,Jammu,Kc Gurukul Public School B C Road Jammu J&K,250125,302,1,0,195.83,160.5,205.41,162,217.16,163,0.0,0.0033112582781456954,-21.329999999999984,-9.579999999999984,141.669,0.895,0.117
2024,Andhra Pradesh,Kurnool,Sri Lakshmi (E.M.) High School,120206,380,9,0,230.84,196.0,260.97,224,217.16,163,0.0,0.02368421052631579,13.680000000000007,-30.130000000000024,157.178,0.644,-0.463
2024,Andhra Pradesh,Kurnool,Montessori High School,120201,1060,19,0,226.55,178.5,260.97,224,217.16,163,0.0,0.017924528301886792,9.390000000000015,-34.420000000000016,161.095,0.701,-0.54
2024,Andhra Pradesh,Narasaraopet,Narasaraopeta Institute Of Technology,120801,514,8,0,187.99,127.0,260.97,224,217.16,163,0.0,0.01556420233463035,-29.169999999999987,-72.98000000000002,149.929,1.19,0.589
2024,Andhra Pradesh,Tadepalligudem,Bharatiya Vidya Bhavans Res Public School,122701,297,2,0,190.39,151.0,260.97,224,217.16,163,0.0,0.006734006734006734,-26.77000000000001,-70.58000000000004,136.902,1.17,0.709
2024,Andhra Pradesh,Visakhapatnam,Navy Children School,120607,540,24,0,262.58,229.5,260.97,224,217.16,163,0.0,0.044444444444444446,45.41999999999999,1.6099999999999568,174.455,0.593,-0.692
2024,Andhra Pradesh,Tirupathi,Edify School,120403,586,8,0,231.27,184.0,260.97,224,217.16,163,0.0,0.013651877133105802,14.110000000000014,-29.700000000000017,161.249,0.719,-0.566
2024,Andhra Pradesh,Srikakulam,Gayatri School,122502,278,6,0,250.33,219.0,260.97,224,217.16,163,0.0,0.02158273381294964,33.170000000000016,-10.640000000000015,156.099,0.612,-0.461
2024,Andhra Pradesh,Visakhapatnam,Vijnana Vihara Res Sch Gudilova Vizag Ap,120609,494,22,3,273.28,230.5,260.97,224,217.16,163,0.006072874493927126,0.05060728744939271,56.119999999999976,12.309999999999945,173.658,0.571,-0.723
2024,Andhra Pradesh,Srikakulam,Gurajada College Of Education,122505,233,4,0,221.61,180.0,260.97,224,217.16,163,0.0,0.017167381974248927,4.450000000000017,-39.360000000000014,149.728,0.821,-0.235
2024,Andhra Pradesh,Tirupathi,International Delhi Public School,120404,585,14,0,250.5,218.0,260.97,224,217.16,163,0.0,0.023931623931623933,33.34,-10.470000000000027,164.04,0.542,-0.752
2024,Andhra Pradesh,Nandyal,Rgm International School Nandyal Kurnool Ap,122102,685,5,0,187.14,135.0,260.97,224,217.16,163,0.0,0.0072992700729927005,-30.02000000000001,-73.83000000000004,143.249,1.043,0.295
